Job Title,Company Name,Language and Tools,City,Province,Type of Work,Seniority
database analyst,Rainbook Enterprise Inc,Python,Richmond,QC,In Person,Not Applicable
database analyst,Rainbook Enterprise Inc,Python,Richmond,NB,In Person,Not Applicable
Senior Technology Risk Analyst,Mastercard,Unknown,Toronto,ON,In Person,Senior
database analyst,ED Tech Network Solutions Ltd.,Python,Surrey,BC,In Person,Not Applicable
database analyst,AUREUS INFOTECH INC,Python,Brampton,ON,In Person,Not Applicable
database analyst,Skynet Wireless Inc,Python,Langley,BC,In Person,Not Applicable
database analyst,Snow Hub Inc.,Python,Calgary,AB,In Person,Not Applicable
Benefits HR Analyst,City of Brampton,"Python, Office Suite, Statistics, PeopleSoft, HRIS",Brampton,ON,In Person,Not Applicable
"Analyst, Data Integrity and Key Controls",Royal Bank of Canada,"Jira, Financial auditing, Business analysis, Databases, Data management",Halifax,NS,In Person,Not Applicable
Innovation Marketing Senior Data Analyst,Autodesk,"Tableau, Computer science, Power BI, Data modeling, R",Montreal,QC,In Person,Senior
Continuous Improvement Analyst - (12 Month Term Certain),Agriculture Financial Services Corporation,"Statistics, Presentation skills, Continuous improvement, Financial services, No SQL",Lacombe,AB,In Person,Not Applicable
database analyst,EPIC - Educational Program Innovations Center,Python,Mississauga,ON,In Person,Not Applicable
business analyst - computer systems,APITable Ltd.,"Python, Office Suite, E-commerce, Quality assurance, Presentation skills",Markham,ON,In Person,Not Applicable
data analyst - informatics and systems,CBK INTERNATIONAL INC,"Python, No SQL",Mississauga,ON,In Person,Not Applicable
Business Analyst (Intermediate) 7647-1812,Foilcon,"Jira, Computer operation, Azure, Oracle, Waterfall",Toronto,ON,In Person,Mid
HRT Applications Business Analyst,Vail Resorts Corporate,"No SQL, SQL, Visio, Office Suite, SQL",British Columbia,BC,In Person,Not Applicable
D&IT Business Solutions Analyst,JTI - Japan Tobacco International,"Power BI, Sales, Customer service, UX, B2B",Mississauga,ON,In Person,Not Applicable
"Analyst, Local Sales Pricing",SYSCO FOOD SERVICES,"Python, Bilingual, No SQL, Tableau, SQL",Kelowna,BC,In Person,Not Applicable
Engagement and Research Analyst,City of Calgary,"Python, No SQL, Statistics, SQL, Microsoft Outlook",Calgary,AB,In Person,Not Applicable
"Data Analyst II (Temporary ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ 6 months) - (Google Analytics, Adobe Analytics)",Intact,"Bilingual, Tableau, Power BI, SQL, Laboratory experience",Montreal,QC,In Person,Not Applicable
Learning & Development Analyst Student,PCL Construction,"Python, No SQL, Power BI, SQL, Writing skills",Edmonton,AB,In Person,Not Applicable
Field Market Analyst,Confidential,"No SQL, SQL, Sales, Presentation skills, Software development",Scarborough,ON,In Person,Not Applicable
"Consultant, Senior Business Analyst",Alimentiv,"Power BI, Azure, Waterfall, Process improvement, Statistical analysis",Remote,Remote,Remote,Senior
Revenue Operations Analyst II,Affirm,"SQL, Business intelligence, Sales, Salesforce, Statistics",Toronto,ON,In Person,Not Applicable
Bioinformatics Systems Analyst,University of Alberta,"Computer science, MATLAB, CSS, R, Git",Edmonton,AB,In Person,Not Applicable
Business Systems Analyst,AtkinsRÃƒÆ’Ã‚Â©alis,"Python, No SQL, Power BI, SQL, Microsoft Outlook",Richmond,BC,In Person,Not Applicable
Business Systems Analyst,AtkinsRÃƒÆ’Ã‚Â©alis,"Python, No SQL, Power BI, SQL, Microsoft Outlook",Richmond,QC,In Person,Not Applicable
Business Systems Analyst,AtkinsRÃƒÆ’Ã‚Â©alis,"Python, No SQL, Power BI, SQL, Microsoft Outlook",Richmond,NB,In Person,Not Applicable
Customer Success - Quality Analyst - Canada,Samsara,"Program management, SQL, Quality assurance, Management consulting, SaaS",Vancouver,BC,In Person,Not Applicable
Business Intelligence Analyst,Port of Vancouver,"Python, Power BI, Data modeling, SQL, SSRS",Vancouver,BC,In Person,Not Applicable
BSAN-Business Systems Analyst,Lifemark Health Group,"Jira, Python, No SQL, SQL, Azure",North York,ON,In Person,Not Applicable
SCADA Analyst,Dexcent Inc,"Microsoft Outlook, Visual Basic, Customer service, Office Suite, Java",Richmond Hill,ON,In Person,Not Applicable
Murex Analyst,Tekshapers Inc,"Ant, Statistics, SQL, Risk management, Scripting",Mississauga,ON,In Person,Not Applicable
HRIS Analyst & Report Specialist - Master's Level Internship,Vosyn,"Power BI, SQL, R, Statistics, Tableau",Remote,Remote,Remote,Not Applicable
database analyst,Goldenhome Cabinetry Eastern Canada Inc.,"R, SQL, Python, SQL, JavaScript",Aurora,ON,In Person,Not Applicable
BI/ETL Developer,Johnston Group,"Power BI, Data modeling, SQL, Business intelligence, DB2",Winnipeg,MB,In Person,Not Applicable
Measurement Services Business Analyst,FortisBC,"SAS, Statistics, Presentation skills, Organizational skills, Leadership",Penticton,BC,In Person,Not Applicable
Research Analyst,iData Research,"Office Suite, No SQL, Time management",Burnaby,BC,In Person,Not Applicable
Inventory Analyst,Hercules SLR Inc.,"Data mining, Statistics, Computer skills, No SQL",Dartmouth,NS,In Person,Not Applicable
ERP Business Analyst,FED IT,"Tableau, Computer science, Power BI, Statistics, Python",Montreal,QC,In Person,Not Applicable
market research analyst,IQ4I Canada Inc,Python,Ancaster,ON,In Person,Not Applicable
database analyst,ABOMIS INNOVATIONS INC.,"PowerBuilder, C#, SQL, Python, Databases",Vancouver,BC,In Person,Not Applicable
"Analyst, Quality Assurance",Government of Alberta,"Research, Quality assurance, SCSS, Data collection, No SQL",Edmonton,AB,In Person,Not Applicable
business systems analyst,MGK INFO TECH INC,"Python, Training & development",Hamilton,ON,In Person,Not Applicable
business systems analyst,CognitoCRM,"Python, Computer skills",Mississauga,ON,In Person,Not Applicable
Grid Operations Advisor (Business Analyst) | Ontario,The Mosaic Company,"Python, No SQL, SQL, Process improvement, Visio",Barrie,ON,In Person,Not Applicable
business analyst - computer systems,XLNCY SOLUTIONS,Python,Brampton,ON,In Person,Not Applicable
Sr. Business Information Analyst,Sagen,"Power BI, Tableau, SQL, Training & development, Business requirements",Oakville,ON,In Person,Not Applicable
PA&A Data Analyst,BRP,"Power BI, SQL, SQL, Python",Sherbrooke,QC,In Person,Not Applicable
Senior Strategy Analyst,Vancouver City Savings Credit Union,"Python, No SQL, SQL, Office Suite, No SQL",Vancouver,BC,In Person,Senior
database analyst,Purple Maple Inc.,Python,Calgary,AB,In Person,Not Applicable
business systems analyst,Save Max Real Estate Inc.,Python,Mississauga,ON,In Person,Not Applicable
Business Analyst,Canadian Nuclear Laboratories,Budgeting,Chalk River,ON,In Person,Not Applicable
business systems analyst,108 ideaspace inc.,Python,Toronto,ON,In Person,Not Applicable
statistical analyst,Uni Express Inc,Python,Richmond,BC,In Person,Not Applicable
statistical analyst,Uni Express Inc,Python,Richmond,QC,In Person,Not Applicable
statistical analyst,Uni Express Inc,Python,Richmond,NB,In Person,Not Applicable
computer systems analyst,Canadian Systems Inc.,"Hyperion, Visual Studio, Python, Windows, Office Suite",Etobicoke,ON,In Person,Not Applicable
Business Intelligence and Data Analytics Developer,Olsen Consulting,"Power BI, SQL, Business intelligence, SAP, ERP systems",Calgary,AB,In Person,Not Applicable
"Senor. Analyst, People Process & Technology",Loblaw Companies Limited,"Project management, Human resources, No SQL, Workday, SDLC",Brampton,ON,In Person,Not Applicable
Business Systems Analyst - 12 month term,CIBC,"Tableau, TestNG, Cucumber, DevOps, Process improvement",Toronto,ON,In Person,Not Applicable
IT (information technology) business analyst,QualPro Systems Inc.,Python,North York,ON,In Person,Not Applicable
Carbon Capture Analyst,Carbon Engineering Ltd.,"Python, SQL, Research, Project management, Presentation skills",Squamish,BC,In Person,Not Applicable
"Technical Business Analyst, Service Management Solutions",Karcher North America,"Microsoft Windows Server, Crystal Reports, SAP, SQL, Research",Mississauga,ON,In Person,Not Applicable
Costing Analyst,TalentSphere Staffing Solutions,"Pricing, SQL, ERP systems, Manufacturing",London,ON,In Person,Not Applicable
"P&C Insurance Business Analyst, Implementations",Cognition+,"System administration, Sales, Customer service, Business analysis, Statistics",London,ON,In Person,Not Applicable
"analyst, business - computer systems",TechVest Global Solutions Inc.,"Enterprise software, Visio, Python, Windows, Office Suite",Toronto,ON,In Person,Not Applicable
Economic Analyst,Government of Alberta,"Statistics, Power BI, SQL, SAS, R",Edmonton,AB,In Person,Not Applicable
database analyst,POPURI TECHNOLOGIES INC.,Python,Brampton,ON,In Person,Not Applicable
IT (information technology) business analyst,ACCELARIS GROUP INC,Python,Mississauga,ON,In Person,Not Applicable
Sr Securities Data Analyst,Royal Bank of Canada,"SQL, Big data, R, SQL, Data management",Bedford,QC,In Person,Not Applicable
"analyst, marketing",Wipro Comnet Inc.,"Python, No SQL",Brampton,ON,In Person,Not Applicable
Client Analyst- Surgical Instruments,Clarivate,"SQL, Metadata, AI, Python",Toronto,ON,In Person,Not Applicable
database analyst (DBA),RMK INC,Python,Brampton,ON,In Person,Not Applicable
database analyst,EN3 Solutions Ltd.,Python,Edmonton,AB,In Person,Not Applicable
"analyst, database",MANN INTERNATIONAL EDUCATION LTD.,"Python, Windows, Office Suite, Databases, Software development",Edmonton,AB,In Person,Not Applicable
Business Systems Analyst (Computer Services Officer 3),Province of Nova Scotia,"Business analysis, Statistics, Project management, Organizational skills, IT",Halifax,NS,In Person,Not Applicable
database analyst,Canada Resurgence Developments Ltd.,"Oracle, Python, Office Suite, SQL, Computer skills",Terrace,BC,In Person,Not Applicable
VIE - Business Analyst (M/F/D),Air Liquide,"Tableau, Power BI, SQL, Salesforce, Python",Mississauga,ON,In Person,Not Applicable
Business Systems Analyst (Network Services),City of London,Cisco ISE,London,ON,In Person,Not Applicable
Settlement Analyst,Rodan Energy Solutions Inc.,"SQL, SQL, Statistics, Presentation skills, Organizational skills",Mississauga,ON,In Person,Not Applicable
"Senior Vendor Management Analyst, IT Vendor Management Office",Questrade Financial Group,"Contract management, Sourcing, Power BI, Supplier management, Procurement",Toronto,ON,In Person,Senior
Strategic Risk Growth Analyst,Vault Credit Corporation,"Statistics, Presentation skills, Risk management, Financial services, No SQL",Toronto,ON,In Person,Not Applicable
Pricing & Legal Project Management Analyst,Gowling WLG,"Power BI, SQL, SQL, SQL, Project management",Waterloo,ON,In Person,Not Applicable
Pricing & Legal Project Management Analyst,Gowling WLG,"Power BI, SQL, SQL, SQL, Project management",Waterloo,QC,In Person,Not Applicable
business systems analyst,STAR TECH INFOSYSTEMS LTD.,"C#, Python, C++, C#, Computer skills",Calgary,AB,In Person,Not Applicable
database analyst,Heritage Investment Corp,Python,Sherwood Park,AB,In Person,Not Applicable
CMMS Analyst (Hybrid),Lululemon,"SQL, Statistics, Maintenance, Office Suite, CMMS",Mississauga,ON,In Person,Not Applicable
Data Integration Senior System Support Analyst,Royal Bank of Canada,"JBoss, Elasticsearch, System administration, Azure, Oracle",Toronto,ON,In Person,Senior
Senior Systems Analyst,Mackenzie Financial Corporation,"R, Statistics, Application development, SQL, Quality assurance",Midtown Toronto,ON,In Person,Senior
Business Systems Analyst (GoLang),CGI,"Go, Microservices, Project management, Scrum, Organizational skills",Toronto,ON,In Person,Not Applicable
business systems analyst,Pragra Incorporated,Python,Brampton,ON,In Person,Not Applicable
Netsuite Senior Business Analyst,"Couchbase, Inc.","NetSuite, APIs, No SQL",Remote,Remote,Remote,Senior
"Business Analyst, Supplier Engagement (Askuity division)",The Home Depot Canada,"SQL, Vendor management, Supply chain, Analytics",Toronto,ON,In Person,Not Applicable
Quality Assurance Analyst,Bombardier,"Python, No SQL, SQL",Dorval,QC,In Person,Not Applicable
Business Analyst,Infosys,"Jira, Power BI, SQL, Sales, Tableau",Calgary,AB,In Person,Not Applicable
"analyst, marketing",Event Media Design,Python,Toronto,ON,In Person,Not Applicable
"Senior Analyst, Sales (Contract)","Revlon Canada, Inc.","Python, No SQL, SQL, Retail Link, Project planning",Mississauga,ON,In Person,Senior
Business Analyst,TC Energie,"Computer science, Power BI, Visio, Usability, IT",Calgary,AB,In Person,Not Applicable
"Functional Analyst, Process Improvement",Vancouver Coastal Health,"Project planning, Business requirements, No SQL",Vancouver,BC,In Person,Not Applicable
database analyst,Conquer Infotech Inc.,Python,Woodbridge,ON,In Person,Not Applicable
sales analyst,magnum millwork inc,"No SQL, SQL, Microsoft Outlook, Python, Computer skills",North York,ON,In Person,Not Applicable
IT (information technology) business analyst,QualPro Systems Inc.,Python,North York,ON,In Person,Not Applicable
database analyst,Clearford Waterworks Inc.,Python,Point Edward,ON,In Person,Not Applicable
HSE Analyst,Western Energy Services,"Python, No SQL, SQL, Writing skills, Filing",Calgary,AB,In Person,Not Applicable
Policy Analyst,B.C. College of Nurses and Midwives,"Python, Microsoft Outlook, Research, Office Suite, Project management",Vancouver,BC,In Person,Not Applicable
Sr. Data Analyst (Revenue Assurance),Rogers Communications,"Power BI, SQL, Financial auditing, SAS, Tableau",Toronto,ON,In Person,Not Applicable
Cost Analyst,MultiTech,"SQL, Python, Japanese, Vietnamese, Accounting",Toronto,ON,In Person,Not Applicable
database analyst (DBA),Nimbus Distro,"Oracle, PowerBuilder, SQL, Python, Office Suite",Scarborough,ON,In Person,Not Applicable
Sustainable Investing Analyst (6-month Contract),Mackenzie Financial Corporation,"Writing skills, Statistics, Recruiting",Midtown Toronto,ON,In Person,Not Applicable
Quality Assurance Analyst,Teleperformance,"Google Suite, Sales, Office Suite, Quality assurance, B2B sales",Toronto,ON,In Person,Not Applicable
Pricing Analyst,Advance Auto Parts,"Pricing, SQL, Operating systems, Relational databases, SQL",Bolton,ON,In Person,Not Applicable
IT (information technology) business analyst,KDigitalLabs INC,Python,Toronto,ON,In Person,Not Applicable
Senior Business Analyst,Raise,"Investment, Web development, Salesforce, Business analysis, Statistics",Alberta,AB,In Person,Senior
Business Intelligence Analyst ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ BTO,Vancouver Fraser Port Authority,"Python, Power BI, Data modeling, SQL, SSRS",Vancouver,BC,In Person,Not Applicable
"Jr. Analyst, Transportation",McKesson,"Python, Power BI, SQL, SAS, R",Mississauga,ON,In Person,Not Applicable
database analyst (DBA),SunCan Communications Corporation,"Oracle, Visual Studio, SQL, Python, SQL",North York,ON,In Person,Not Applicable
Senior Analyst,Klick Health,"Google Tag Manager, Statistics, SQL, Statistical analysis, Digital marketing",Toronto,ON,In Person,Senior
"Analyst, Ancillary Optimization",Porter Airlines Inc.,"Pricing, SQL, Financial auditing, Office Suite, Tableau",Toronto,ON,In Person,Not Applicable
database analyst (DBA),BioAro Inc.,Python,Calgary,AB,In Person,Not Applicable
Scientific analyst programmer inventory (IT-02 / IT-03),Environment and Climate Change Canada,"Bilingual, Tableau, Computer science, Cloud infrastructure, Azure",Dorval,QC,In Person,Not Applicable
"Senior Analyst, Quality Control",Resilience,"No SQL, Statistics, SQL, Microsoft Outlook, Laboratory experience",Mississauga,ON,In Person,Senior
"Analyst, Business Performance, Bilingual or Python",Nordia,"Bilingual, Tableau, Python, Statistics, Organizational skills",Laval,QC,In Person,Not Applicable
